station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
0CO,1/24/2024 1:15,14,10.4,85.28,300,8,0,30,,,,,,,,,,,,,,,,,,,1.94,K0CO 240815Z AUTO 30008KT M10/M12 A3000 RMK AO2 PWINO,
0CO,1/24/2024 1:35,12.2,10.4,92.32,300,9,0,30,,,,OVC,,,,1800,,,,,,,,,,,-1.11,K0CO 240835Z AUTO 30009KT OVC018 M11/M12 A3000 RMK AO2 PWINO,
0CO,1/24/2024 1:55,12.2,10.4,92.32,290,8,0,30.01,,,,,,,,,,,,,,,,,,,-0.28,K0CO 240855Z AUTO 29008KT M11/M12 A3001 RMK AO2 PWINO,
0CO,1/24/2024 2:15,12.2,10.4,92.32,290,7,0,30.01,,,,,,,,,,,,,,,,,,,0.64,K0CO 240915Z AUTO 29007KT M11/M12 A3001 RMK AO2 SKY OBSCURED PWINO,
0CO,1/24/2024 2:35,12.2,8.6,85.17,310,8,0,30,,,,,,,,,,,,,,,,,,,-0.28,K0CO 240935Z AUTO 31008KT M11/M13 A3000 RMK AO2 SKY OBSCURED PWINO,
0CO,1/24/2024 2:55,12.2,8.6,85.17,320,16,0,29.99,,,,,,,,,,,,,,,,,,,-5.39,K0CO 240955Z AUTO 32016KT M11/M13 A2999 RMK AO2 PWINO,
0CO,1/24/2024 3:15,12.2,8.6,85.17,330,14,0,29.99,,,,BKN,BKN,,,700,1000,,,,,,,,,,-4.36,K0CO 241015Z AUTO 33014KT BKN007 BKN010 M11/M13 A2999 RMK AO2 PWINO,
0CO,1/24/2024 3:35,12.2,8.6,85.17,330,15,0,29.98,,,,OVC,,,,500,,,,,,,,,,,-4.89,K0CO 241035Z AUTO 33015KT OVC005 M11/M13 A2998 RMK AO2 PWINO,
0CO,1/24/2024 3:55,12.2,10.4,92.32,330,12,0,29.98,,,,OVC,,,,200,,,,,,,,,,,-3.2,K0CO 241055Z AUTO 33012KT OVC002 M11/M12 A2998 RMK AO2 PWINO,
0CO,1/24/2024 4:15,12.2,10.4,92.32,320,14,0,29.98,,,19,OVC,,,,200,,,,,,,,,,,-4.36,K0CO 241115Z AUTO 32014G19KT OVC002 M11/M12 A2998 RMK AO2 PWINO,
0CO,1/24/2024 4:35,12.2,8.6,85.17,330,15,0,29.98,,,,OVC,,,,200,,,,,,,,,,,-4.89,K0CO 241135Z AUTO 33015KT OVC002 M11/M13 A2998 RMK AO2 PWINO,
0CO,1/24/2024 4:55,12.2,10.4,92.32,320,16,0,29.98,,,,OVC,,,,200,,,,,,,,,,,-5.39,K0CO 241155Z AUTO 32016KT OVC002 M11/M12 A2998 RMK AO2 PWINO,
0CO,1/24/2024 5:15,12.2,8.6,85.17,330,16,0,29.98,,,,BKN,OVC,,,200,700,,,,,,,,,,-5.39,K0CO 241215Z AUTO 33016KT BKN002 OVC007 M11/M13 A2998 RMK AO2 PWINO,
0CO,1/24/2024 5:35,12.2,8.6,85.17,330,17,0,29.99,,,27,,,,,,,,,,,,,,,,-5.86,K0CO 241235Z AUTO 33017G27KT M11/M13 A2999 RMK AO2 PWINO,
0CO,1/24/2024 5:55,12.2,10.4,92.32,330,16,0,30,,,,,,,,,,,,,,,,,,,-5.39,K0CO 241255Z AUTO 33016KT M11/M12 A3000 RMK AO2 PWINO,
0CO,1/24/2024 6:15,12.2,10.4,92.32,320,13,0,30,,,,,,,,,,,,,,,,,,,-3.8,K0CO 241315Z AUTO 32013KT M11/M12 A3000 RMK AO2 PWINO,
0CO,1/24/2024 6:35,12.2,10.4,92.32,330,13,0,30.01,,,,BKN,OVC,,,700,1500,,,,,,,,,,-3.8,K0CO 241335Z AUTO 33013KT BKN007 OVC015 M11/M12 A3001 RMK AO2 PWINO,
0CO,1/24/2024 6:54,12.2,10.4,92.32,320,12,0,30.01,,,,OVC,,,,700,,,,,,,,,,,-3.2,K0CO 241354Z AUTO 32012KT OVC007 M11/M12 A3001 RMK AO2 PWINO,
0CO,1/24/2024 7:15,12.2,10.4,92.32,320,13,0,30.01,,,,BKN,OVC,,,700,1700,,,,,,,,,,-3.8,K0CO 241415Z AUTO 32013KT BKN007 OVC017 M11/M12 A3001 RMK AO2 PWINO,
0CO,1/24/2024 7:35,12.2,10.4,92.32,320,11,0,30.02,,,,,,,,,,,,,,,,,,,-2.56,K0CO 241435Z AUTO 32011KT M11/M12 A3002 RMK AO2 PWINO,
0CO,1/24/2024 7:55,12.2,10.4,92.32,300,10,0,30.02,,,,,,,,,,,,,,,,,,,-1.86,K0CO 241455Z AUTO 30010KT M11/M12 A3002 RMK AO2 PWINO,
0CO,1/24/2024 8:15,12.2,10.4,92.32,300,8,0,30.03,,,,BKN,BKN,,,2000,3600,,,,,,,,,,-0.28,K0CO 241515Z AUTO 30008KT BKN020 BKN036 M11/M12 A3003 RMK AO2 PWINO,
0CO,1/24/2024 8:35,12.2,8.6,85.17,300,3,0,30.03,,,,,,,,,,,,,,,,,,,6.05,K0CO 241535Z AUTO 30003KT M11/M13 A3003 RMK AO2 PWINO,
0CO,1/24/2024 8:55,12.2,10.4,92.32,320,6,0,30.03,,,,BKN,OVC,,,2000,3600,,,,,,,,,,1.68,K0CO 241555Z AUTO 32006KT BKN020 OVC036 M11/M12 A3003 RMK AO2 PWINO,
0CO,1/24/2024 9:15,12.2,10.4,92.32,320,7,0,30.03,,,,,,,,,,,,,,,,,,,0.64,K0CO 241615Z AUTO 32007KT M11/M12 A3003 RMK AO2 PWINO,
0CO,1/24/2024 9:35,14,10.4,85.28,310,7,0,30.04,,,,OVC,,,,3800,,,,,,,,,,,2.84,K0CO 241635Z AUTO 31007KT OVC038 M10/M12 A3004 RMK AO2 PWINO,
0CO,1/24/2024 9:55,14,10.4,85.28,320,9,0,30.05,,,,,,,,,,,,,,,,,,,1.13,K0CO 241655Z AUTO 32009KT M10/M12 A3005 RMK AO2 PWINO,
0CO,1/24/2024 10:15,14,12.2,92.38,300,3,0,30.06,,,,,,,,,,,,,,,,,,,8.11,K0CO 241715Z AUTO 30003KT M10/M11 A3006 RMK AO2 PWINO,
0CO,1/24/2024 10:35,14,12.2,92.38,310,7,0,30.06,,,,,,,,,,,,,,,,,,,2.84,K0CO 241735Z AUTO 31007KT M10/M11 A3006 RMK AO2 PWINO,
0CO,1/24/2024 10:54,14,12.2,92.38,280,6,0,30.06,,,,,,,,,,,,,,,,,,,3.85,K0CO 241754Z AUTO 28006KT M10/M11 A3006 RMK AO2 PWINO,
0CO,1/24/2024 11:14,14,12.2,92.38,300,6,0,30.05,,,,,,,,,,,,,,,,,,,3.85,K0CO 241814Z AUTO 30006KT M10/M11 A3005 RMK AO2 PWINO,
0CO,1/24/2024 11:34,14,12.2,92.38,260,10,0,30.05,,,,OVC,,,,3900,,,,,,,,,,,0.4,K0CO 241834Z AUTO 26010KT OVC039 M10/M11 A3005 RMK AO2 PWINO,
0CO,1/24/2024 11:54,14,12.2,92.38,300,3,0,30.03,,,,OVC,,,,4100,,,,,,,,,,,8.11,K0CO 241854Z AUTO 30003KT OVC041 M10/M11 A3003 RMK AO2 PWINO,
0CO,1/24/2024 12:14,14,12.2,92.38,270,9,0,30.03,,,14,,,,,,,,,,,,,,,,1.13,K0CO 241914Z AUTO 27009G14KT M10/M11 A3003 RMK AO2 PWINO,
0CO,1/24/2024 12:34,15.8,12.2,85.4,310,6,0,30.03,,,,,,,,,,,,,,,,,,,6.02,K0CO 241934Z AUTO 31006KT M09/M11 A3003 RMK AO2 PWINO,
0CO,1/24/2024 12:54,15.8,14,92.44,310,7,0,30.02,,,,BKN,BKN,OVC,,100,1000,1500,,,,,,,,,5.03,K0CO 241954Z AUTO 31007KT 261V351 BKN001 BKN010 OVC015 M09/M10 A3002 RMK AO2 PWINO,
0CO,1/24/2024 13:14,15.8,12.2,85.4,320,7,0,30.01,,,14,BKN,OVC,,,100,700,,,,,,,,,,5.03,K0CO 242014Z AUTO 32007G14KT BKN001 OVC007 M09/M11 A3001 RMK AO2 PWINO,
0CO,1/24/2024 13:34,15.8,12.2,85.4,330,11,0,30.01,,,14,,,,,,,,,,,,,,,,1.99,K0CO 242034Z AUTO 33011G14KT M09/M11 A3001 RMK AO2 PWINO,
0CO,1/24/2024 13:54,15.8,12.2,85.4,320,9,0,30.01,,,15,,,,,,,,,,,,,,,,3.37,K0CO 242054Z AUTO 32009G15KT 261V341 M09/M11 A3001 RMK AO2 PWINO,
0CO,1/24/2024 14:14,15.8,12.2,85.4,300,6,0,30.01,,,,,,,,,,,,,,,,,,,6.02,K0CO 242114Z AUTO 30006KT M09/M11 A3001 RMK AO2 PWINO,
0CO,1/24/2024 14:34,15.8,14,92.44,320,8,0,30.01,,,,,,,,,,,,,,,,,,,4.16,K0CO 242134Z AUTO 32008KT M09/M10 A3001 RMK AO2 PWINO,
0CO,1/24/2024 14:54,15.8,12.2,85.4,320,7,0,30.01,,,,,,,,,,,,,,,,,,,5.03,K0CO 242154Z AUTO 32007KT M09/M11 A3001 RMK AO2 PWINO,
0CO,1/24/2024 15:14,14,12.2,92.38,320,9,0,30.01,,,17,,,,,,,,,,,,,,,,1.13,K0CO 242214Z AUTO 32009G17KT M10/M11 A3001 RMK AO2 PWINO,
0CO,1/24/2024 15:34,14,12.2,92.38,310,7,0,30.02,,,,,,,,,,,,,,,,,,,2.84,K0CO 242234Z AUTO 31007KT M10/M11 A3002 RMK AO2 PWINO,
0CO,1/24/2024 15:54,15.8,12.2,85.4,330,8,0,30.01,,,,BKN,OVC,,,200,600,,,,,,,,,,4.16,K0CO 242254Z AUTO 33008KT BKN002 OVC006 M09/M11 A3001 RMK AO2 PWINO,
0CO,1/24/2024 16:14,14,12.2,92.38,330,10,0,30.01,,,14,BKN,BKN,OVC,,200,600,1500,,,,,,,,,0.4,K0CO 242314Z AUTO 33010G14KT BKN002 BKN006 OVC015 M10/M11 A3001 RMK AO2 PWINO,
0CO,1/24/2024 16:34,14,12.2,92.38,330,8,0,30.01,,,15,OVC,,,,200,,,,,,,,,,,1.94,K0CO 242334Z AUTO 33008G15KT OVC002 M10/M11 A3001 RMK AO2 PWINO,
0CO,1/24/2024 16:54,14,12.2,92.38,350,6,0,30.02,,,,OVC,,,,200,,,,,,,,,,,3.85,K0CO 242354Z AUTO 35006KT OVC002 M10/M11 A3002 RMK AO2 PWINO,
0CO,1/24/2024 17:14,14,12.2,92.38,350,7,0,30.03,,,17,OVC,,,,200,,,,,,,,,,,2.84,K0CO 250014Z AUTO 35007G17KT OVC002 M10/M11 A3003 RMK AO2 PWINO,
0CO,1/24/2024 17:34,14,12.2,92.38,290,7,0,30.03,,,17,OVC,,,,200,,,,,,,,,,,2.84,K0CO 250034Z AUTO 29007G17KT 211V011 OVC002 M10/M11 A3003 RMK AO2 PWINO,
0CO,1/24/2024 17:54,14,10.4,85.28,280,9,0,30.03,,,14,OVC,,,,200,,,,,,,,,,,1.13,K0CO 250054Z AUTO 28009G14KT 251V321 OVC002 M10/M12 A3003 RMK AO2 PWINO,
0CO,1/24/2024 18:14,14,10.4,85.28,330,5,0,30.03,,,,BKN,BKN,OVC,,200,500,1200,,,,,,,,,5.02,K0CO 250114Z AUTO 33005KT BKN002 BKN005 OVC012 M10/M12 A3003 RMK AO2 PWINO,
0CO,1/24/2024 18:34,14,10.4,85.28,300,8,0,30.03,,,17,,,,,,,,,,,,,,,,1.94,K0CO 250134Z AUTO 30008G17KT M10/M12 A3003 RMK AO2 PWINO,
0CO,1/24/2024 18:54,14,10.4,85.28,280,9,0,30.03,,,18,,,,,,,,,,,,,,,,1.13,K0CO 250154Z AUTO 28009G18KT M10/M12 A3003 RMK AO2 PWINO,
0CO,1/24/2024 19:14,12.2,10.4,92.32,280,11,0,30.03,,,19,,,,,,,,,,,,,,,,-2.56,K0CO 250214Z AUTO 28011G19KT M11/M12 A3003 RMK AO2 PWINO,
0CO,1/24/2024 19:34,12.2,10.4,92.32,310,16,0,30.02,,,20,,,,,,,,,,,,,,,,-5.39,K0CO 250234Z AUTO 31016G20KT M11/M12 A3002 RMK AO2 PWINO,
0CO,1/24/2024 19:54,12.2,10.4,92.32,320,12,0,30.03,,,,,,,,,,,,,,,,,,,-3.2,K0CO 250254Z AUTO 32012KT M11/M12 A3003 RMK AO2 PWINO,
0CO,1/24/2024 20:14,12.2,10.4,92.32,350,8,0,30.03,,,,OVC,,,,200,,,,,,,,,,,-0.28,K0CO 250314Z AUTO 35008KT OVC002 M11/M12 A3003 RMK AO2 PWINO,
0CO,1/24/2024 20:35,12.2,10.4,92.32,330,8,0,30.03,,,,OVC,,,,200,,,,,,,,,,,-0.28,K0CO 250335Z AUTO 33008KT OVC002 M11/M12 A3003 RMK AO2 PWINO,
0CO,1/24/2024 20:55,12.2,10.4,92.32,320,12,0,30.01,,,15,OVC,,,,200,,,,,,,,,,,-3.2,K0CO 250355Z AUTO 32012G15KT OVC002 M11/M12 A3001 RMK AO2 PWINO,
0CO,1/24/2024 21:15,12.2,10.4,92.32,330,8,0,30.02,,,,OVC,,,,200,,,,,,,,,,,-0.28,K0CO 250415Z AUTO 33008KT OVC002 M11/M12 A3002 RMK AO2 PWINO,
0CO,1/24/2024 21:35,12.2,10.4,92.32,320,11,0,30.02,,,,OVC,,,,200,,,,,,,,,,,-2.56,K0CO 250435Z AUTO 32011KT OVC002 M11/M12 A3002 RMK AO2 PWINO,
0CO,1/24/2024 21:55,12.2,10.4,92.32,320,11,0,30.01,,,,OVC,,,,200,,,,,,,,,,,-2.56,K0CO 250455Z AUTO 32011KT OVC002 M11/M12 A3001 RMK AO2 PWINO,
0CO,1/24/2024 22:15,12.2,10.4,92.32,330,12,0,30.01,,,15,OVC,,,,200,,,,,,,,,,,-3.2,K0CO 250515Z AUTO 33012G15KT OVC002 M11/M12 A3001 RMK AO2 PWINO,
0CO,1/24/2024 22:35,12.2,10.4,92.32,320,13,0,30.01,,,21,OVC,,,,200,,,,,,,,,,,-3.8,K0CO 250535Z AUTO 32013G21KT OVC002 M11/M12 A3001 RMK AO2 PWINO,
0CO,1/24/2024 22:55,12.2,10.4,92.32,300,14,0,30.01,,,19,OVC,,,,200,,,,,,,,,,,-4.36,K0CO 250555Z AUTO 30014G19KT OVC002 M11/M12 A3001 RMK AO2 PWINO,
0CO,1/24/2024 23:15,12.2,10.4,92.32,300,14,0,30.02,,,,BKN,OVC,,,200,700,,,,,,,,,,-4.36,K0CO 250615Z AUTO 30014KT BKN002 OVC007 M11/M12 A3002 RMK AO2 PWINO,
0CO,1/24/2024 23:35,12.2,8.6,85.17,300,17,0,30.01,,,,BKN,BKN,OVC,,100,600,4200,,,,,,,,,-5.86,K0CO 250635Z AUTO 30017KT BKN001 BKN006 OVC042 M11/M13 A3001 RMK AO2 PWINO,
0CO,1/24/2024 23:54,12.2,8.6,85.17,310,18,0,30.01,,,,BKN,BKN,OVC,,300,900,4200,,,,,,,,,-6.32,K0CO 250654Z AUTO 31018KT BKN003 BKN009 OVC042 M11/M13 A3001 RMK AO2 PWINO,
0CO,1/25/2024 0:14,12.2,8.6,85.17,300,18,0,30,,,26,,,,,,,,,,,,,,,,-6.32,K0CO 250714Z AUTO 30018G26KT M11/M13 A3000 RMK AO2 PWINO,
0CO,1/25/2024 0:34,12.2,8.6,85.17,300,18,0,29.99,,,27,,,,,,,,,,,,,,,,-6.32,K0CO 250734Z AUTO 30018G27KT M11/M13 A2999 RMK AO2 PWINO,
0CO,1/25/2024 0:54,10.4,8.6,92.25,310,16,0,30,,,24,,,,,,,,,,,,,,,,-7.74,K0CO 250754Z AUTO 31016G24KT M12/M13 A3000 RMK AO2 PWINO,
0CO,1/25/2024 1:14,10.4,8.6,92.25,320,17,0,29.98,,,20,,,,,,,,,,,,,,,,-8.22,K0CO 250814Z AUTO 32017G20KT M12/M13 A2998 RMK AO2 PWINO,
0CO,1/25/2024 1:34,10.4,8.6,92.25,310,19,0,29.98,,,,,,,,,,,,,,,,,,,-9.13,K0CO 250834Z AUTO 31019KT M12/M13 A2998 RMK AO2 PWINO,
0CO,1/25/2024 1:54,10.4,8.6,92.25,310,19,0,29.98,,,24,,,,,,,,,,,,,,,,-9.13,K0CO 250854Z AUTO 31019G24KT M12/M13 A2998 RMK AO2 PWINO,
0CO,1/25/2024 2:14,10.4,6.8,85.05,330,15,0,29.99,,,,,,,,,,,,,,,,,,,-7.22,K0CO 250914Z AUTO 33015KT M12/M14 A2999 RMK AO2 PWINO,
0CO,1/25/2024 2:34,10.4,8.6,92.25,320,17,0,29.99,,,21,BKN,OVC,,,200,600,,,,,,,,,,-8.22,K0CO 250934Z AUTO 32017G21KT BKN002 OVC006 M12/M13 A2999 RMK AO2 PWINO,
0CO,1/25/2024 2:54,10.4,8.6,92.25,320,18,0,29.98,,,,BKN,OVC,,,200,800,,,,,,,,,,-8.69,K0CO 250954Z AUTO 32018KT BKN002 OVC008 M12/M13 A2998 RMK AO2 PWINO,
0CO,1/25/2024 3:14,10.4,8.6,92.25,330,20,0,29.97,,,29,BKN,OVC,,,200,600,,,,,,,,,,-9.55,K0CO 251014Z AUTO 33020G29KT BKN002 OVC006 M12/M13 A2997 RMK AO2 PWINO,
0CO,1/25/2024 3:34,10.4,8.6,92.25,320,23,0,29.97,,,35,OVC,,,,200,,,,,,,,,,,-10.72,K0CO 251034Z AUTO 32023G35KT OVC002 M12/M13 A2997 RMK AO2 PWINO,
0CO,1/25/2024 3:54,10.4,8.6,92.25,320,20,0,29.97,,,34,OVC,,,,200,,,,,,,,,,,-9.55,K0CO 251054Z AUTO 32020G34KT OVC002 M12/M13 A2997 RMK AO2 PWINO,
0CO,1/25/2024 4:14,10.4,8.6,92.25,330,22,0,29.96,,,34,BKN,BKN,OVC,,200,600,1300,,,,,,,,,-10.35,K0CO 251114Z AUTO 33022G34KT BKN002 BKN006 OVC013 M12/M13 A2996 RMK AO2 PWINO,
0CO,1/25/2024 4:34,10.4,8.6,92.25,330,24,0,29.96,,,34,OVC,,,,200,,,,,,,,,,,-11.08,K0CO 251134Z AUTO 33024G34KT OVC002 M12/M13 A2996 RMK AO2 PWINO,
0CO,1/25/2024 4:54,10.4,8.6,92.25,330,25,0,29.95,,,30,OVC,,,,200,,,,,,,,,,,-11.43,K0CO 251154Z AUTO 33025G30KT OVC002 M12/M13 A2995 RMK AO2 PWINO,
0CO,1/25/2024 5:14,10.4,8.6,92.25,340,21,0,29.96,,,32,BKN,OVC,,,200,700,,,,,,,,,,-9.96,K0CO 251214Z AUTO 34021G32KT BKN002 OVC007 M12/M13 A2996 RMK AO2 PWINO,
0CO,1/25/2024 5:34,10.4,8.6,92.25,330,23,0,29.96,,,27,OVC,,,,200,,,,,,,,,,,-10.72,K0CO 251234Z AUTO 33023G27KT OVC002 M12/M13 A2996 RMK AO2 PWINO,
0CO,1/25/2024 5:54,10.4,8.6,92.25,330,19,0,29.96,,,28,OVC,,,,200,,,,,,,,,,,-9.13,K0CO 251254Z AUTO 33019G28KT OVC002 M12/M13 A2996 RMK AO2 PWINO,
0CO,1/25/2024 6:14,10.4,8.6,92.25,340,22,0,29.96,,,29,OVC,,,,200,,,,,,,,,,,-10.35,K0CO 251314Z AUTO 34022G29KT OVC002 M12/M13 A2996 RMK AO2 PWINO,
0CO,1/25/2024 6:34,10.4,6.8,85.05,340,9,0.01,29.98,,,15,OVC,,,,200,,,,,,,,,,,-3.34,K0CO 251334Z AUTO 34009G15KT OVC002 M12/M14 A2998 RMK AO2 P0001 PWINO,
0CO,1/25/2024 6:54,10.4,6.8,85.05,350,8,0.01,29.98,,,,OVC,,,,200,,,,,,,,,,,-2.49,K0CO 251354Z AUTO 35008KT 321V021 OVC002 M12/M14 A2998 RMK AO2 P0001 PWINO,
0CO,1/25/2024 7:14,10.4,6.8,85.05,330,17,0,29.97,,,20,OVC,,,,200,,,,,,,,,,,-8.22,K0CO 251414Z AUTO 33017G20KT OVC002 M12/M14 A2997 RMK AO2 PWINO,
0CO,1/25/2024 7:34,10.4,6.8,85.05,350,8,0,29.99,,,,OVC,,,,200,,,,,,,,,,,-2.49,K0CO 251434Z AUTO 35008KT OVC002 M12/M14 A2999 RMK AO2 PWINO,
0CO,1/25/2024 7:54,10.4,8.6,92.25,340,17,0,29.97,,,20,,,,,,,,,,,,,,,,-8.22,K0CO 251454Z AUTO 34017G20KT M12/M13 A2997 RMK AO2 PWINO,
0CO,1/25/2024 8:14,10.4,6.8,85.05,350,15,0,29.97,,,,,,,,,,,,,,,,,,,-7.22,K0CO 251514Z AUTO 35015KT M12/M14 A2997 RMK AO2 PWINO,
0CO,1/25/2024 8:34,10.4,6.8,85.05,350,9,0,29.98,,,21,,,,,,,,,,,,,,,,-3.34,K0CO 251534Z AUTO 35009G21KT 321V031 M12/M14 A2998 RMK AO2 PWINO,
0CO,1/25/2024 8:54,10.4,6.8,85.05,330,15,0,29.97,,,22,OVC,,,,700,,,,,,,,,,,-7.22,K0CO 251554Z AUTO 33015G22KT OVC007 M12/M14 A2997 RMK AO2 PWINO,
0CO,1/25/2024 9:14,10.4,8.6,92.25,340,12,0,29.98,,,,OVC,,,,700,,,,,,,,,,,-5.49,K0CO 251614Z AUTO 34012KT OVC007 M12/M13 A2998 RMK AO2 PWINO,
0CO,1/25/2024 9:34,10.4,8.6,92.25,330,12,0,30,,,16,,,,,,,,,,,,,,,,-5.49,K0CO 251634Z AUTO 33012G16KT M12/M13 A3000 RMK AO2 PWINO,
0CO,1/25/2024 9:54,12.2,8.6,85.17,330,11,0,30,,,,OVC,,,,800,,,,,,,,,,,-2.56,K0CO 251654Z AUTO 33011KT OVC008 M11/M13 A3000 RMK AO2 PWINO,
0CO,1/25/2024 10:14,12.2,8.6,85.17,330,11,0,30,,,23,BKN,OVC,,,800,1200,,,,,,,,,,-2.56,K0CO 251714Z AUTO 33011G23KT BKN008 OVC012 M11/M13 A3000 RMK AO2 PWINO,
0CO,1/25/2024 10:34,12.2,10.4,92.32,330,14,0,30,,,17,,,,,,,,,,,,,,,,-4.36,K0CO 251734Z AUTO 33014G17KT M11/M12 A3000 RMK AO2 PWINO,
0CO,1/25/2024 10:54,12.2,10.4,92.32,340,7,0,30.01,,,18,BKN,OVC,,,500,1100,,,,,,,,,,0.64,K0CO 251754Z AUTO 34007G18KT 321V031 BKN005 OVC011 M11/M12 A3001 RMK AO2 PWINO,
0CO,1/25/2024 11:14,12.2,10.4,92.32,320,11,0,30,,,17,,,,,,,,,,,,,,,,-2.56,K0CO 251814Z AUTO 32011G17KT M11/M12 A3000 RMK AO2 PWINO,
0CO,1/25/2024 11:34,12.2,10.4,92.32,320,12,0,29.98,,,20,,,,,,,,,,,,,,,,-3.2,K0CO 251834Z AUTO 32012G20KT M11/M12 A2998 RMK AO2 PWINO,
0CO,1/25/2024 11:54,14,10.4,85.28,350,7,0,29.98,,,17,,,,,,,,,,,,,,,,2.84,K0CO 251854Z AUTO 35007G17KT 271V041 M10/M12 A2998 RMK AO2 PWINO,
0CO,1/25/2024 12:14,12.2,10.4,92.32,330,10,0.02,29.97,,,17,BKN,BKN,OVC,,400,900,1600,,,,,,,,,-1.86,K0CO 251914Z AUTO 33010G17KT BKN004 BKN009 OVC016 M11/M12 A2997 RMK AO2 P0002 PWINO,
0CO,1/25/2024 12:34,14,10.4,85.28,350,7,0.03,29.97,,,19,BKN,OVC,,,400,1600,,,,,,,,,,2.84,K0CO 251934Z AUTO 35007G19KT BKN004 OVC016 M10/M12 A2997 RMK AO2 P0003 PWINO,
0CO,1/25/2024 12:54,12.2,10.4,92.32,340,13,0.03,29.96,,,18,BKN,OVC,,,200,700,,,,,,,,,,-3.8,K0CO 251954Z AUTO 34013G18KT BKN002 OVC007 M11/M12 A2996 RMK AO2 P0003 PWINO,
0CO,1/25/2024 13:14,12.2,10.4,92.32,340,11,0,29.95,,,19,BKN,OVC,,,200,700,,,,,,,,,,-2.56,K0CO 252014Z AUTO 34011G19KT BKN002 OVC007 M11/M12 A2995 RMK AO2 PWINO,
0CO,1/25/2024 13:34,12.2,10.4,92.32,340,12,0,29.95,,,17,OVC,,,,200,,,,,,,,,,,-3.2,K0CO 252034Z AUTO 34012G17KT 331V071 OVC002 M11/M12 A2995 RMK AO2 PWINO,
0CO,1/25/2024 13:54,12.2,10.4,92.32,340,8,0,29.96,,,18,OVC,,,,200,,,,,,,,,,,-0.28,K0CO 252054Z AUTO 34008G18KT 281V001 OVC002 M11/M12 A2996 RMK AO2 PWINO,
0CO,1/25/2024 14:15,12.2,10.4,92.32,340,8,0,29.96,,,16,OVC,,,,200,,,,,,,,,,,-0.28,K0CO 252115Z AUTO 34008G16KT OVC002 M11/M12 A2996 RMK AO2 PWINO,
0CO,1/25/2024 14:34,12.2,10.4,92.32,350,9,0,29.95,,,17,OVC,,,,200,,,,,,,,,,,-1.11,K0CO 252134Z AUTO 35009G17KT 331V031 OVC002 M11/M12 A2995 RMK AO2 PWINO,
0CO,1/25/2024 14:54,12.2,10.4,92.32,340,10,0,29.96,,,16,OVC,,,,200,,,,,,,,,,,-1.86,K0CO 252154Z AUTO 34010G16KT 311V031 OVC002 M11/M12 A2996 RMK AO2 PWINO,
0CO,1/25/2024 15:14,12.2,10.4,92.32,340,8,0,29.96,,,,BKN,,,,200,,,,,,,,,,,-0.28,K0CO 252214Z AUTO 34008KT BKN002 M11/M12 A2996 RMK AO2 PWINO,
0CO,1/25/2024 15:34,12.2,10.4,92.32,340,7,0,29.96,,,15,,,,,,,,,,,,,,,,0.64,K0CO 252234Z AUTO 34007G15KT M11/M12 A2996 RMK AO2 PWINO,
0CO,1/25/2024 15:54,12.2,10.4,92.32,340,6,0,29.96,,,,,,,,,,,,,,,,,,,1.68,K0CO 252254Z AUTO 34006KT M11/M12 A2996 RMK AO2 PWINO,
0CO,1/25/2024 16:15,12.2,8.6,85.17,320,6,0,29.97,,,,,,,,,,,,,,,,,,,1.68,K0CO 252315Z AUTO 32006KT M11/M13 A2997 RMK AO2 PWINO,
0CO,1/25/2024 16:35,12.2,8.6,85.17,340,5,0,29.97,,,,,,,,,,,,,,,,,,,2.88,K0CO 252335Z AUTO 34005KT M11/M13 A2997 RMK AO2 PWINO,
0CO,1/25/2024 16:55,12.2,8.6,85.17,340,4,0,29.97,,,,OVC,,,,2300,,,,,,,,,,,4.3,K0CO 252355Z AUTO 34004KT OVC023 M11/M13 A2997 RMK AO2 PWINO,
0CO,1/25/2024 17:15,12.2,8.6,85.17,230,5,0,29.97,,,,OVC,,,,2100,,,,,,,,,,,2.88,K0CO 260015Z AUTO 23005KT OVC021 M11/M13 A2997 RMK AO2 PWINO,
0CO,1/25/2024 17:35,12.2,8.6,85.17,120,9,0,29.98,,,,OVC,,,,2100,,,,,,,,,,,-1.11,K0CO 260035Z AUTO 12009KT 081V161 OVC021 M11/M13 A2998 RMK AO2 PWINO,
0CO,1/25/2024 17:55,12.2,10.4,92.32,140,10,0,29.98,,,,,,,,,,,,,,,,,,,-1.86,K0CO 260055Z AUTO 14010KT M11/M12 A2998 RMK AO2 PWINO,
0CO,1/25/2024 18:15,12.2,10.4,92.32,130,10,0,29.99,,,14,OVC,,,,400,,,,,,,,,,,-1.86,K0CO 260115Z AUTO 13010G14KT OVC004 M11/M12 A2999 RMK AO2 PWINO,
0CO,1/25/2024 18:35,12.2,10.4,92.32,150,10,0,30,,,,OVC,,,,200,,,,,,,,,,,-1.86,K0CO 260135Z AUTO 15010KT 121V221 OVC002 M11/M12 A3000 RMK AO2 PWINO,
